appID,name,release_date,price,supported_languages,developers,publishers,categories,genres,tags,metacriticScore
230230,Divinity: Original Sin (Classic),"Jun 30, 2014",0.0,"['English', 'French', 'German', 'Russian', 'Polish', 'Italian', 'Czech']",Larian Studios,Larian Studios,"Single-player, Multi-player, Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Captions available, Steam Workshop, Steam Cloud, Includes level editor, Remote Play Together, Family Sharing","Adventure, Indie, RPG, Strategy","RPG, Turn-Based, Co-op, Fantasy, Adventure, Strategy, Open World, Isometric, CRPG, Story Rich, Kickstarter, Singleplayer, Indie, Multiplayer, Turn-Based Strategy, Magic, Online Co-Op, Crowdfunded, Atmospheric, Female Protagonist",87
244050,Rise of Flight United,"Sep 5, 2013",0.0,"['English', 'Russian']","1C Game Studios, 777 Studios",FOR-GAMES CR LTD,"Single-player, Multi-player, Co-op, Steam Achievements, Partial Controller Support, Stats","Simulation, Free To Play","Simulation, Flight, Free to Play, World War I, Multiplayer, Historical, Singleplayer, Action, Realistic, World War II, War, Military, Shooter, Co-op, Massively Multiplayer, Open World, VR, Jet, TrackIR",77
236390,War Thunder,"Aug 15, 2013",0.0,"['English', 'German', 'French', 'Italian', 'Spanish - Spain', 'Simplified Chinese', 'Russian', 'Japanese', 'Polish', 'Czech', 'Turkish', 'Portuguese - Portugal', 'Korean', 'Portuguese - Brazil', 'Hungarian', 'Ukrainian', 'Traditional Chinese', 'Romanian']",Gaijin Entertainment,Gaijin Network Ltd,"Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, VR Supported, Steam Trading Cards, In-App Purchases, Adjustable Text Size, Camera Comfort, Color Alternatives, Custom Volume Controls, Playable without Timed Input, Stereo Sound, Surround Sound, Remote Play on Phone, Remote Play on Tablet","Action, Massively Multiplayer, Simulation, Free To Play","Free to Play, Simulation, Vehicular Combat, Combat, World War II, Flight, VR, War, Military, Tanks, Multiplayer, Naval Combat, Modern, Massively Multiplayer, Cold War, Realistic, Shooter, Action, Third Person, Third-Person Shooter",81
57400,Batman: Arkham City,"Nov 15, 2011",0.0,"['English', 'French', 'German', 'Italian', 'Polish', 'Portuguese - Brazil', 'Russian', 'Spanish - Spain']",Rocksteady Studios,Warner Bros. Interactive Entertainment,"Single-player, Steam Achievements, Partial Controller Support, Steam Cloud","Action, Adventure","Action, Adventure, Open World, Third Person, Superhero, Singleplayer, Stealth",91
2172860,The Elder Scrolls Online: Necrom,"Jun 5, 2023",0.0,"['English', 'French', 'German', 'Russian', 'Spanish - Spain', 'Simplified Chinese']",ZeniMax Online Studios,Bethesda Softworks,"Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Trading Cards, Captions available, In-App Purchases, Partial Controller Support","Action, Adventure, Massively Multiplayer, RPG","RPG, Action, Adventure, Massively Multiplayer, Open World, Fantasy, MMORPG, Exploration, Supernatural, Multiplayer, Singleplayer, Character Customization, Story Rich, PvP, PvE, Choose Your Own Adventure, Lore-Rich, Action RPG, Class-Based, Dark Fantasy",82
588430,Fallout Shelter,"Mar 29, 2017",0.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian']",Bethesda Game Studios,Bethesda Softworks,"Single-player, Steam Achievements, Full controller support, In-App Purchases, Playable without Timed Input, Stereo Sound, Steam Cloud, Stats","RPG, Simulation, Free To Play","Free to Play, Base-Building, Survival, Post-apocalyptic, Singleplayer, Management, Simulation, Strategy, 2D, Building, Casual, Crafting, Adventure, Multiplayer, Sandbox, RPG, Funny, Atmospheric, Action, Great Soundtrack",63
8320,Bone: The Great Cow Race,"Jun 17, 2008",0.0,['English'],Telltale Games,,"Single-player, Family Sharing",Adventure,"Adventure, Point & Click",76
261570,Ori and the Blind Forest,"Mar 10, 2015",0.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Russian', 'Simplified Chinese', 'Portuguese - Brazil']",Moon Studios GmbH,Xbox Game Studios,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Remote Play on TV, Family Sharing",Action,"Great Soundtrack, Atmospheric, Platformer, Adventure, Metroidvania, Story Rich, Fantasy, 2D, Cute, Singleplayer, Difficult, Action, Indie, Puzzle-Platformer, Exploration, Puzzle, Side Scroller, Open World, Family Friendly, RPG",88
201230,EverQuest II,"Dec 7, 2011",0.0,['English'],Darkpaw Games,Daybreak Game Company,"Multi-player, MMO","Massively Multiplayer, RPG, Free To Play","Free to Play, RPG, Massively Multiplayer, MMORPG, Fantasy, Crafting, Open World, Adventure, Multiplayer, Exploration, Action, Character Customization, Dwarf, Singleplayer, Classic, Sandbox, Third Person, First-Person, Dragons",83
385730,WWE 2K16,"Mar 10, 2016",0.0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic']","Visual Concepts, Yuke's Co., LTD",2K,"Single-player, Multi-player, Co-op, Shared/Split Screen, Full controller support, Remote Play on TV, Remote Play Together, Family Sharing","Simulation, Sports","Sports, Fighting, Wrestling, Simulation, Multiplayer, Action, Singleplayer, Character Customization, Memes, Co-op, Funny, Local Co-Op, Nudity, Great Soundtrack",74
